"Id", "ordered_at"
"10983", "2024-03-27 00:00:00"
"10984", "2024-03-30 00:00:00"
"10985", "2024-03-30 00:00:00"
"10986", "2024-03-30 00:00:00"
"10987", "2024-03-31 00:00:00"
"10988", "2024-03-31 00:00:00"
"10989", "2024-03-31 00:00:00"
"10990", "2024-04-01 00:00:00"
"10991", "2024-04-01 00:00:00"
"10992", "2024-04-01 00:00:00"
"10993", "2024-04-01 00:00:00"
"10994", "2024-04-02 00:00:00"
"10995", "2024-04-02 00:00:00"
"10996", "2024-04-02 00:00:00"
"10997", "2024-04-03 00:00:00"
"10998", "2024-04-03 00:00:00"
"10999", "2024-04-03 00:00:00"
"11000", "2024-04-06 00:00:00"
"11001", "2024-04-06 00:00:00"
"11002", "2024-04-06 00:00:00"
"11003", "2024-04-06 00:00:00"
"11004", "2024-04-07 00:00:00"
"11005", "2024-04-07 00:00:00"
"11006", "2024-04-07 00:00:00"
"11007", "2024-04-08 00:00:00"
"11008", "2024-04-08 00:00:00"
"11009", "2024-04-08 00:00:00"
"11010", "2024-04-09 00:00:00"
"11011", "2024-04-09 00:00:00"
"11012", "2024-04-09 00:00:00"
"11013", "2024-04-09 00:00:00"
"11014", "2024-04-10 00:00:00"
"11015", "2024-04-10 00:00:00"
"11016", "2024-04-10 00:00:00"
"11017", "2024-04-13 00:00:00"
"11018", "2024-04-13 00:00:00"
"11019", "2024-04-13 00:00:00"
"11020", "2024-04-14 00:00:00"
"11021", "2024-04-14 00:00:00"
"11022", "2024-04-14 00:00:00"
"11023", "2024-04-14 00:00:00"
"11024", "2024-04-15 00:00:00"
"11025", "2024-04-15 00:00:00"
"11026", "2024-04-15 00:00:00"
"11027", "2024-04-16 00:00:00"
"11028", "2024-04-16 00:00:00"
"11029", "2024-04-16 00:00:00"
"11030", "2024-04-17 00:00:00"
"11031", "2024-04-17 00:00:00"
"11032", "2024-04-17 00:00:00"
"11033", "2024-04-17 00:00:00"
"11034", "2024-04-20 00:00:00"
"11035", "2024-04-20 00:00:00"
"11036", "2024-04-20 00:00:00"
"11037", "2024-04-21 00:00:00"
"11038", "2024-04-21 00:00:00"
"11039", "2024-04-21 00:00:00"
"11040", "2024-04-22 00:00:00"
"11041", "2024-04-22 00:00:00"
"11042", "2024-04-22 00:00:00"
"11043", "2024-04-22 00:00:00"
"11044", "2024-04-23 00:00:00"
"11045", "2024-04-23 00:00:00"
"11046", "2024-04-23 00:00:00"
"11047", "2024-04-24 00:00:00"
"11048", "2024-04-24 00:00:00"
"11049", "2024-04-24 00:00:00"
"11050", "2024-04-27 00:00:00"
"11051", "2024-04-27 00:00:00"
"11052", "2024-04-27 00:00:00"
"11053", "2024-04-27 00:00:00"
"11054", "2024-04-28 00:00:00"
"11055", "2024-04-28 00:00:00"
"11056", "2024-04-28 00:00:00"
"11057", "2024-04-29 00:00:00"
"11058", "2024-04-29 00:00:00"
"11059", "2024-04-29 00:00:00"
"11060", "2024-04-30 00:00:00"
"11061", "2024-04-30 00:00:00"
"11062", "2024-04-30 00:00:00"
"11063", "2024-04-30 00:00:00"
"11064", "2024-05-01 00:00:00"
"11065", "2024-05-01 00:00:00"
"11066", "2024-05-01 00:00:00"
"11067", "2024-05-04 00:00:00"
"11068", "2024-05-04 00:00:00"
"11069", "2024-05-04 00:00:00"
"11070", "2024-05-05 00:00:00"
"11071", "2024-05-05 00:00:00"
"11072", "2024-05-05 00:00:00"
"11073", "2024-05-05 00:00:00"
"11074", "2024-05-06 00:00:00"
"11075", "2024-05-06 00:00:00"
"11076", "2024-05-06 00:00:00"
"11077", "2024-05-06 00:00:00"
