"Id", "unit_price_int"
"10921", "18"
"10921", "44"
"10922", "39"
"10922", "5"
"10923", "14"
"10923", "14"
"10923", "46"
"10924", "31"
"10924", "46"
"10924", "8"
"10925", "19"
"10925", "7"
"10926", "21"
"10926", "35"
"10926", "6"
"10926", "9"
"10927", "18"
"10927", "7"
"10927", "81"
"10928", "10"
"10928", "18"
"10929", "10"
"10929", "13"
"10929", "8"
"10930", "10"
"10930", "13"
"10930", "24"
"10930", "44"
"10931", "20"
"10931", "6"
"10932", "17"
"10932", "35"
"10932", "49"
"10932", "8"
"10933", "29"
"10933", "33"
"10934", "25"
"10935", "18"
"10935", "63"
"10935", "9"
"10936", "19"
"10937", "14"
"10937", "46"
"10938", "22"
"10938", "34"
"10938", "46"
"10938", "6"
"10939", "14"
"10939", "19"
"10940", "30"
"10940", "6"
"10941", "13"
"10941", "13"
"10941", "35"
"10941", "49"
"10942", "20"
"10943", "12"
"10943", "21"
"10943", "6"
"10944", "19"
"10944", "21"
"10944", "38"
"10945", "13"
"10945", "6"
"10946", "13"
"10946", "31"
"10946", "5"
"10947", "55"
"10948", "16"
"10948", "24"
"10948", "53"
"10949", "25"
"10949", "31"
"10949", "39"
"10949", "49"
"10950", "22"
"10951", "10"
"10951", "3"
"10951", "8"
"10952", "25"
"10952", "46"
"10953", "13"
"10953", "81"
"10954", "10"
"10954", "13"
"10954", "17"
"10954", "34"
"10955", "8"
"10956", "10"
"10956", "10"
"10956", "53"
"10957", "18"
"10957", "26"
"10957", "33"
"10958", "21"
"10958", "30"
"10958", "35"
"10959", "8"
"10960", "10"
"10960", "5"
"10961", "18"
"10961", "7"
"10962", "18"
"10962", "30"
"10962", "33"
"10962", "36"
"10962", "6"
"10963", "34"
"10964", "264"
"10964", "36"
"10964", "63"
"10965", "53"
"10966", "26"
"10966", "38"
"10966", "49"
"10967", "20"
"10967", "9"
"10968", "33"
"10968", "38"
"10968", "5"
"10969", "12"
"10970", "7"
"10971", "124"
"10972", "3"
"10972", "39"
"10973", "10"
"10973", "31"
"10973", "8"
"10974", "44"
"10975", "40"
"10975", "8"
"10976", "46"
"10977", "10"
"10977", "18"
"10977", "44"
"10977", "53"
"10978", "10"
"10978", "18"
"10978", "19"
"10978", "40"
"10979", "13"
"10979", "30"
"10979", "38"
"10979", "44"
"10979", "44"
"10979", "5"
"10980", "8"
"10981", "264"
"10982", "30"
"10982", "46"
"10983", "20"
"10983", "6"
"10984", "17"
"10984", "19"
"10984", "5"
"10985", "17"
"10985", "32"
"10985", "63"
"10986", "13"
"10986", "18"
"10986", "21"
"10986", "81"
"10987", "30"
"10987", "35"
"10987", "46"
"10988", "30"
"10988", "49"
"10989", "10"
"10989", "21"
"10989", "25"
"10990", "10"
"10990", "14"
"10990", "24"
"10990", "29"
"10991", "15"
"10991", "18"
"10991", "19"
"10992", "35"
"10993", "10"
"10993", "124"
"10994", "55"
"10995", "34"
"10995", "53"
"10996", "14"
"10997", "12"
"10997", "32"
"10997", "7"
"10998", "10"
"10998", "29"
"10998", "5"
"10998", "8"
"10999", "10"
"10999", "13"
"10999", "53"
"11000", "13"
"11000", "22"
"11000", "5"
"11001", "12"
"11001", "21"
"11001", "24"
"11001", "30"
"11002", "14"
"11002", "18"
"11002", "24"
"11002", "6"
"11003", "18"
"11003", "18"
"11003", "7"
"11004", "18"
"11004", "31"
"11005", "18"
"11005", "55"
"11006", "124"
"11006", "18"
"11007", "124"
"11007", "14"
"11007", "40"
"11008", "14"
"11008", "22"
"11008", "46"
"11009", "19"
"11009", "34"
"11009", "5"
"11010", "30"
"11010", "5"
"11011", "13"
"11011", "22"
"11012", "22"
"11012", "34"
"11012", "9"
"11013", "10"
"11013", "13"
"11013", "14"
"11013", "9"
"11014", "10"
"11015", "13"
"11015", "26"
"11016", "13"
"11016", "19"
"11017", "10"
"11017", "15"
"11017", "55"
"11018", "38"
"11018", "38"
"11018", "63"
"11019", "12"
"11019", "20"
"11020", "31"
"11021", "19"
"11021", "31"
"11021", "35"
"11021", "53"
"11021", "81"
"11022", "36"
"11022", "9"
"11023", "30"
"11023", "46"
"11024", "21"
"11024", "22"
"11024", "3"
"11024", "31"
"11025", "18"
"11025", "6"
"11026", "53"
"11026", "63"
"11027", "49"
"11027", "5"
"11028", "24"
"11028", "55"
"11029", "38"
"11029", "44"
"11030", "124"
"11030", "19"
"11030", "21"
"11030", "55"
"11031", "18"
"11031", "22"
"11031", "33"
"11031", "5"
"11031", "6"
"11032", "19"
"11032", "264"
"11032", "55"
"11033", "33"
"11033", "36"
"11034", "10"
"11034", "19"
"11034", "29"
"11035", "14"
"11035", "18"
"11035", "18"
"11035", "7"
"11036", "55"
"11036", "6"
"11037", "15"
"11038", "18"
"11038", "22"
"11038", "7"
"11039", "18"
"11039", "20"
"11039", "20"
"11039", "46"
"11040", "10"
"11041", "19"
"11041", "44"
"11042", "19"
"11042", "29"
"11043", "21"
"11044", "49"
"11045", "3"
"11045", "53"
"11046", "18"
"11046", "32"
"11046", "38"
"11047", "18"
"11047", "21"
"11048", "13"
"11049", "19"
"11049", "38"
"11050", "18"
"11051", "5"
"11052", "29"
"11052", "46"
"11053", "32"
"11053", "33"
"11053", "63"
"11054", "14"
"11054", "3"
"11055", "14"
"11055", "20"
"11055", "5"
"11055", "53"
"11056", "24"
"11056", "30"
"11056", "34"
"11057", "15"
"11058", "10"
"11058", "29"
"11058", "34"
"11059", "34"
"11059", "39"
"11059", "6"
"11060", "13"
"11060", "34"
"11061", "34"
"11062", "15"
"11062", "33"
"11063", "10"
"11063", "14"
"11063", "18"
"11064", "10"
"11064", "13"
"11064", "24"
"11064", "33"
"11064", "39"
"11065", "26"
"11065", "7"
"11066", "14"
"11066", "17"
"11066", "9"
"11067", "10"
"11068", "13"
"11068", "46"
"11068", "46"
"11069", "18"
"11070", "13"
"11070", "17"
"11070", "18"
"11070", "19"
"11071", "30"
"11071", "6"
"11072", "10"
"11072", "16"
"11072", "19"
"11072", "33"
"11073", "21"
"11073", "5"
"11074", "17"
"11075", "12"
"11075", "18"
"11075", "19"
"11076", "23"
"11076", "25"
"11076", "9"
"11077", "10"
"11077", "10"
"11077", "12"
"11077", "13"
"11077", "15"
"11077", "17"
"11077", "17"
"11077", "18"
"11077", "19"
"11077", "22"
"11077", "23"
"11077", "24"
"11077", "25"
"11077", "30"
"11077", "31"
"11077", "32"
"11077", "33"
"11077", "34"
"11077", "38"
"11077", "40"
"11077", "6"
"11077", "7"
"11077", "8"
"11077", "81"
"11077", "9"
