"Id", "qty_smallint"
"10921", "10"
"10921", "40"
"10922", "15"
"10922", "35"
"10923", "10"
"10923", "10"
"10923", "24"
"10924", "20"
"10924", "30"
"10924", "6"
"10925", "12"
"10925", "25"
"10926", "10"
"10926", "10"
"10926", "2"
"10926", "7"
"10927", "20"
"10927", "5"
"10927", "5"
"10928", "5"
"10928", "5"
"10929", "15"
"10929", "49"
"10929", "60"
"10930", "25"
"10930", "25"
"10930", "30"
"10930", "36"
"10931", "30"
"10931", "42"
"10932", "14"
"10932", "16"
"10932", "20"
"10932", "30"
"10933", "2"
"10933", "30"
"10934", "20"
"10935", "21"
"10935", "4"
"10935", "8"
"10936", "30"
"10937", "20"
"10937", "8"
"10938", "20"
"10938", "24"
"10938", "35"
"10938", "49"
"10939", "10"
"10939", "40"
"10940", "20"
"10940", "8"
"10941", "30"
"10941", "44"
"10941", "50"
"10941", "80"
"10942", "28"
"10943", "15"
"10943", "15"
"10943", "21"
"10944", "18"
"10944", "18"
"10944", "5"
"10945", "10"
"10945", "20"
"10946", "25"
"10946", "25"
"10946", "40"
"10947", "4"
"10948", "4"
"10948", "40"
"10948", "9"
"10949", "12"
"10949", "30"
"10949", "6"
"10949", "60"
"10950", "5"
"10951", "15"
"10951", "50"
"10951", "6"
"10952", "16"
"10952", "2"
"10953", "50"
"10953", "50"
"10954", "24"
"10954", "25"
"10954", "28"
"10954", "30"
"10955", "12"
"10956", "12"
"10956", "14"
"10956", "8"
"10957", "30"
"10957", "40"
"10957", "8"
"10958", "20"
"10958", "5"
"10958", "6"
"10959", "20"
"10960", "10"
"10960", "24"
"10961", "6"
"10961", "60"
"10962", "20"
"10962", "44"
"10962", "45"
"10962", "77"
"10962", "9"
"10963", "2"
"10964", "10"
"10964", "5"
"10964", "6"
"10965", "16"
"10966", "12"
"10966", "12"
"10966", "8"
"10967", "12"
"10967", "40"
"10968", "30"
"10968", "30"
"10968", "4"
"10969", "9"
"10970", "40"
"10971", "14"
"10972", "6"
"10972", "7"
"10973", "10"
"10973", "5"
"10973", "6"
"10974", "10"
"10975", "10"
"10975", "16"
"10976", "20"
"10977", "10"
"10977", "20"
"10977", "30"
"10977", "30"
"10978", "10"
"10978", "20"
"10978", "40"
"10978", "6"
"10979", "18"
"10979", "20"
"10979", "24"
"10979", "30"
"10979", "35"
"10979", "80"
"10980", "40"
"10981", "60"
"10982", "20"
"10982", "9"
"10983", "15"
"10983", "84"
"10984", "20"
"10984", "40"
"10984", "55"
"10985", "35"
"10985", "36"
"10985", "8"
"10986", "10"
"10986", "15"
"10986", "15"
"10986", "30"
"10987", "20"
"10987", "6"
"10987", "60"
"10988", "40"
"10988", "60"
"10989", "15"
"10989", "4"
"10989", "40"
"10990", "60"
"10990", "65"
"10990", "65"
"10990", "66"
"10991", "20"
"10991", "50"
"10991", "90"
"10992", "2"
"10993", "35"
"10993", "50"
"10994", "18"
"10995", "20"
"10995", "4"
"10996", "40"
"10997", "20"
"10997", "20"
"10997", "50"
"10998", "12"
"10998", "20"
"10998", "30"
"10998", "7"
"10999", "15"
"10999", "20"
"10999", "21"
"11000", "25"
"11000", "30"
"11000", "30"
"11001", "25"
"11001", "25"
"11001", "6"
"11001", "60"
"11002", "15"
"11002", "24"
"11002", "40"
"11002", "56"
"11003", "10"
"11003", "10"
"11003", "4"
"11004", "6"
"11004", "6"
"11005", "10"
"11005", "2"
"11006", "2"
"11006", "8"
"11007", "10"
"11007", "14"
"11007", "30"
"11008", "21"
"11008", "70"
"11008", "90"
"11009", "12"
"11009", "18"
"11009", "9"
"11010", "10"
"11010", "20"
"11011", "20"
"11011", "40"
"11012", "36"
"11012", "50"
"11012", "60"
"11013", "10"
"11013", "2"
"11013", "20"
"11013", "4"
"11014", "28"
"11015", "15"
"11015", "18"
"11016", "15"
"11016", "16"
"11017", "110"
"11017", "25"
"11017", "30"
"11018", "10"
"11018", "20"
"11018", "5"
"11019", "2"
"11019", "3"
"11020", "24"
"11021", "11"
"11021", "15"
"11021", "35"
"11021", "44"
"11021", "63"
"11022", "30"
"11022", "35"
"11023", "30"
"11023", "4"
"11024", "12"
"11024", "21"
"11024", "30"
"11024", "50"
"11025", "10"
"11025", "20"
"11026", "10"
"11026", "8"
"11027", "21"
"11027", "30"
"11028", "24"
"11028", "35"
"11029", "12"
"11029", "20"
"11030", "100"
"11030", "100"
"11030", "60"
"11030", "70"
"11031", "16"
"11031", "20"
"11031", "21"
"11031", "45"
"11031", "80"
"11032", "25"
"11032", "30"
"11032", "35"
"11033", "36"
"11033", "70"
"11034", "12"
"11034", "15"
"11034", "6"
"11035", "10"
"11035", "10"
"11035", "30"
"11035", "60"
"11036", "30"
"11036", "7"
"11037", "4"
"11038", "2"
"11038", "30"
"11038", "5"
"11039", "20"
"11039", "24"
"11039", "28"
"11039", "60"
"11040", "20"
"11041", "30"
"11041", "30"
"11042", "15"
"11042", "4"
"11043", "10"
"11044", "12"
"11045", "15"
"11045", "24"
"11046", "15"
"11046", "18"
"11046", "20"
"11047", "25"
"11047", "30"
"11048", "42"
"11049", "10"
"11049", "4"
"11050", "50"
"11051", "10"
"11052", "10"
"11052", "30"
"11053", "20"
"11053", "25"
"11053", "35"
"11054", "10"
"11054", "20"
"11055", "15"
"11055", "15"
"11055", "20"
"11055", "20"
"11056", "35"
"11056", "40"
"11056", "50"
"11057", "3"
"11058", "21"
"11058", "3"
"11058", "4"
"11059", "12"
"11059", "30"
"11059", "35"
"11060", "10"
"11060", "4"
"11061", "15"
"11062", "10"
"11062", "12"
"11063", "30"
"11063", "30"
"11063", "40"
"11064", "12"
"11064", "25"
"11064", "4"
"11064", "55"
"11064", "77"
"11065", "20"
"11065", "4"
"11066", "3"
"11066", "35"
"11066", "42"
"11067", "9"
"11068", "28"
"11068", "36"
"11068", "8"
"11069", "20"
"11070", "20"
"11070", "20"
"11070", "30"
"11070", "40"
"11071", "10"
"11071", "15"
"11072", "130"
"11072", "22"
"11072", "40"
"11072", "8"
"11073", "10"
"11073", "20"
"11074", "14"
"11075", "10"
"11075", "2"
"11075", "30"
"11076", "10"
"11076", "20"
"11076", "20"
"11077", "1"
"11077", "1"
"11077", "1"
"11077", "1"
"11077", "1"
"11077", "1"
"11077", "1"
"11077", "1"
"11077", "2"
"11077", "2"
"11077", "2"
"11077", "2"
"11077", "2"
"11077", "2"
"11077", "2"
"11077", "2"
"11077", "2"
"11077", "2"
"11077", "2"
"11077", "24"
"11077", "3"
"11077", "3"
"11077", "4"
"11077", "4"
"11077", "4"
