"Id", "discount_float"
"10852", "0"
"10852", "0"
"10853", "0"
"10854", "0.15"
"10854", "0.15"
"10855", "0"
"10855", "0"
"10855", "0"
"10855", "0.15"
"10856", "0"
"10856", "0"
"10857", "0"
"10857", "0.25"
"10857", "0.25"
"10858", "0"
"10858", "0"
"10858", "0"
"10859", "0.25"
"10859", "0.25"
"10859", "0.25"
"10860", "0"
"10860", "0"
"10861", "0"
"10861", "0"
"10861", "0"
"10861", "0"
"10861", "0"
"10862", "0"
"10862", "0"
"10863", "0.15"
"10863", "0.15"
"10864", "0"
"10864", "0"
"10865", "0.05"
"10865", "0.05"
"10866", "0.25"
"10866", "0.25"
"10866", "0.25"
"10867", "0"
"10868", "0"
"10868", "0"
"10868", "0.1"
"10869", "0"
"10869", "0"
"10869", "0"
"10869", "0"
"10870", "0"
"10870", "0"
"10871", "0.05"
"10871", "0.05"
"10871", "0.05"
"10872", "0.05"
"10872", "0.05"
"10872", "0.05"
"10872", "0.05"
"10873", "0"
"10873", "0"
"10874", "0"
"10875", "0"
"10875", "0"
"10875", "0.1"
"10876", "0"
"10876", "0"
"10877", "0"
"10877", "0.25"
"10878", "0.05"
"10879", "0"
"10879", "0"
"10879", "0"
"10880", "0.2"
"10880", "0.2"
"10880", "0.2"
"10881", "0"
"10882", "0"
"10882", "0.15"
"10882", "0.15"
"10883", "0"
"10884", "0.05"
"10884", "0.05"
"10884", "0.05"
"10885", "0"
"10885", "0"
"10885", "0"
"10885", "0"
"10886", "0"
"10886", "0"
"10886", "0"
"10887", "0"
"10888", "0"
"10888", "0"
"10889", "0"
"10889", "0"
"10890", "0"
"10890", "0"
"10890", "0"
"10891", "0.05"
"10892", "0.05"
"10893", "0"
"10893", "0"
"10893", "0"
"10893", "0"
"10893", "0"
"10894", "0.05"
"10894", "0.05"
"10894", "0.05"
"10895", "0"
"10895", "0"
"10895", "0"
"10895", "0"
"10896", "0"
"10896", "0"
"10897", "0"
"10897", "0"
"10898", "0"
"10899", "0.15"
"10900", "0.25"
"10901", "0"
"10901", "0"
"10902", "0.15"
"10902", "0.15"
"10903", "0"
"10903", "0"
"10903", "0"
"10904", "0"
"10904", "0"
"10905", "0.05"
"10906", "0"
"10907", "0"
"10908", "0.05"
"10908", "0.05"
"10909", "0"
"10909", "0"
"10909", "0"
"10910", "0"
"10910", "0"
"10910", "0"
"10911", "0"
"10911", "0"
"10911", "0"
"10912", "0.25"
"10912", "0.25"
"10913", "0"
"10913", "0.25"
"10913", "0.25"
"10914", "0"
"10915", "0"
"10915", "0"
"10915", "0"
"10916", "0"
"10916", "0"
"10916", "0"
"10917", "0"
"10917", "0"
"10918", "0.25"
"10918", "0.25"
"10919", "0"
"10919", "0"
"10919", "0"
"10920", "0"
"10921", "0"
"10921", "0"
"10922", "0"
"10922", "0"
"10923", "0.2"
"10923", "0.2"
"10923", "0.2"
"10924", "0"
"10924", "0.1"
"10924", "0.1"
"10925", "0.15"
"10925", "0.15"
"10926", "0"
"10926", "0"
"10926", "0"
"10926", "0"
"10927", "0"
"10927", "0"
"10927", "0"
"10928", "0"
"10928", "0"
"10929", "0"
"10929", "0"
"10929", "0"
"10930", "0"
"10930", "0"
"10930", "0.2"
"10930", "0.2"
"10931", "0"
"10931", "0.15"
"10932", "0"
"10932", "0.1"
"10932", "0.1"
"10932", "0.1"
"10933", "0"
"10933", "0"
"10934", "0"
"10935", "0"
"10935", "0.25"
"10935", "0.25"
"10936", "0.2"
"10937", "0"
"10937", "0"
"10938", "0.25"
"10938", "0.25"
"10938", "0.25"
"10938", "0.25"
"10939", "0.15"
"10939", "0.15"
"10940", "0"
"10940", "0"
"10941", "0"
"10941", "0.25"
"10941", "0.25"
"10941", "0.25"
"10942", "0"
"10943", "0"
"10943", "0"
"10943", "0"
"10944", "0"
"10944", "0.25"
"10944", "0.25"
"10945", "0"
"10945", "0"
"10946", "0"
"10946", "0"
"10946", "0"
"10947", "0"
"10948", "0"
"10948", "0"
"10948", "0"
"10949", "0"
"10949", "0"
"10949", "0"
"10949", "0"
"10950", "0"
"10951", "0.05"
"10951", "0.05"
"10951", "0.05"
"10952", "0"
"10952", "0.05"
"10953", "0.05"
"10953", "0.05"
"10954", "0"
"10954", "0.15"
"10954", "0.15"
"10954", "0.15"
"10955", "0.2"
"10956", "0"
"10956", "0"
"10956", "0"
"10957", "0"
"10957", "0"
"10957", "0"
"10958", "0"
"10958", "0"
"10958", "0"
"10959", "0.15"
"10960", "0"
"10960", "0.25"
"10961", "0"
"10961", "0.05"
"10962", "0"
"10962", "0"
"10962", "0"
"10962", "0"
"10962", "0"
"10963", "0.15"
"10964", "0"
"10964", "0"
"10964", "0"
"10965", "0"
"10966", "0"
"10966", "0.15"
"10966", "0.15"
"10967", "0"
"10967", "0"
"10968", "0"
"10968", "0"
"10968", "0"
"10969", "0"
"10970", "0.2"
"10971", "0"
"10972", "0"
"10972", "0"
"10973", "0"
"10973", "0"
"10973", "0"
"10974", "0"
"10975", "0"
"10975", "0"
"10976", "0"
"10977", "0"
"10977", "0"
"10977", "0"
"10977", "0"
"10978", "0"
"10978", "0.15"
"10978", "0.15"
"10978", "0.15"
"10979", "0"
"10979", "0"
"10979", "0"
"10979", "0"
"10979", "0"
"10979", "0"
"10980", "0.2"
"10981", "0"
"10982", "0"
"10982", "0"
"10983", "0"
"10983", "0.15"
"10984", "0"
"10984", "0"
"10984", "0"
"10985", "0.1"
"10985", "0.1"
"10985", "0.1"
"10986", "0"
"10986", "0"
"10986", "0"
"10986", "0"
"10987", "0"
"10987", "0"
"10987", "0"
"10988", "0"
"10988", "0.1"
"10989", "0"
"10989", "0"
"10989", "0"
"10990", "0"
"10990", "0.15"
"10990", "0.15"
"10990", "0.15"
"10991", "0.2"
"10991", "0.2"
"10991", "0.2"
"10992", "0"
"10993", "0.25"
"10993", "0.25"
"10994", "0.05"
"10995", "0"
"10995", "0"
"10996", "0"
"10997", "0"
"10997", "0.25"
"10997", "0.25"
"10998", "0"
"10998", "0"
"10998", "0"
"10998", "0"
"10999", "0.05"
"10999", "0.05"
"10999", "0.05"
"11000", "0"
"11000", "0.25"
"11000", "0.25"
"11001", "0"
"11001", "0"
"11001", "0"
"11001", "0"
"11002", "0"
"11002", "0"
"11002", "0.15"
"11002", "0.15"
"11003", "0"
"11003", "0"
"11003", "0"
"11004", "0"
"11004", "0"
"11005", "0"
"11005", "0"
"11006", "0"
"11006", "0.25"
"11007", "0"
"11007", "0"
"11007", "0"
"11008", "0"
"11008", "0.05"
"11008", "0.05"
"11009", "0"
"11009", "0"
"11009", "0.25"
"11010", "0"
"11010", "0"
"11011", "0"
"11011", "0.05"
"11012", "0.05"
"11012", "0.05"
"11012", "0.05"
"11013", "0"
"11013", "0"
"11013", "0"
"11013", "0"
"11014", "0.1"
"11015", "0"
"11015", "0"
"11016", "0"
"11016", "0"
"11017", "0"
"11017", "0"
"11017", "0"
"11018", "0"
"11018", "0"
"11018", "0"
"11019", "0"
"11019", "0"
"11020", "0.15"
"11021", "0"
"11021", "0"
"11021", "0"
"11021", "0.25"
"11021", "0.25"
"11022", "0"
"11022", "0"
"11023", "0"
"11023", "0"
"11024", "0"
"11024", "0"
"11024", "0"
"11024", "0"
"11025", "0.1"
"11025", "0.1"
"11026", "0"
"11026", "0"
"11027", "0.25"
"11027", "0.25"
"11028", "0"
"11028", "0"
"11029", "0"
"11029", "0"
"11030", "0"
"11030", "0.25"
"11030", "0.25"
"11030", "0.25"
"11031", "0"
"11031", "0"
"11031", "0"
"11031", "0"
"11031", "0"
"11032", "0"
"11032", "0"
"11032", "0"
"11033", "0.1"
"11033", "0.1"
"11034", "0"
"11034", "0"
"11034", "0.1"
"11035", "0"
"11035", "0"
"11035", "0"
"11035", "0"
"11036", "0"
"11036", "0"
"11037", "0"
"11038", "0"
"11038", "0"
"11038", "0.2"
"11039", "0"
"11039", "0"
"11039", "0"
"11039", "0"
"11040", "0"
"11041", "0"
"11041", "0.2"
"11042", "0"
"11042", "0"
"11043", "0"
"11044", "0"
"11045", "0"
"11045", "0"
"11046", "0.05"
"11046", "0.05"
"11046", "0.05"
"11047", "0.25"
"11047", "0.25"
"11048", "0"
"11049", "0.2"
"11049", "0.2"
"11050", "0.1"
"11051", "0.2"
"11052", "0.2"
"11052", "0.2"
"11053", "0"
"11053", "0.2"
"11053", "0.2"
"11054", "0"
"11054", "0"
"11055", "0"
"11055", "0"
"11055", "0"
"11055", "0"
"11056", "0"
"11056", "0"
"11056", "0"
"11057", "0"
"11058", "0"
"11058", "0"
"11058", "0"
"11059", "0"
"11059", "0"
"11059", "0"
"11060", "0"
"11060", "0"
"11061", "0"
"11062", "0.2"
"11062", "0.2"
"11063", "0"
"11063", "0.1"
"11063", "0.1"
"11064", "0"
"11064", "0"
"11064", "0.1"
"11064", "0.1"
"11064", "0.1"
"11065", "0.25"
"11065", "0.25"
"11066", "0"
"11066", "0"
"11066", "0"
"11067", "0"
"11068", "0.15"
"11068", "0.15"
"11068", "0.15"
"11069", "0"
"11070", "0"
"11070", "0.15"
"11070", "0.15"
"11070", "0.15"
"11071", "0.05"
"11071", "0.05"
"11072", "0"
"11072", "0"
"11072", "0"
"11072", "0"
"11073", "0"
"11073", "0"
"11074", "0.05"
"11075", "0.15"
"11075", "0.15"
"11075", "0.15"
"11076", "0.25"
"11076", "0.25"
"11076", "0.25"
"11077", "0"
"11077", "0"
"11077", "0"
"11077", "0"
"11077", "0"
"11077", "0"
"11077", "0"
"11077", "0"
"11077", "0"
"11077", "0"
"11077", "0"
"11077", "0"
"11077", "0.01"
"11077", "0.02"
"11077", "0.02"
"11077", "0.03"
"11077", "0.03"
"11077", "0.03"
"11077", "0.04"
"11077", "0.05"
"11077", "0.05"
"11077", "0.05"
"11077", "0.06"
"11077", "0.1"
"11077", "0.2"
